name,supplier,category,date,price,notes,waspaid
פנסיה לעובדים,אינפיניטי,ערייה וממשלה,02/04/2023,116,אפריל,TRUE
פנסיה לעובדים,כלל,ערייה וממשלה,02/04/2023,176,אפריל,TRUE
ביטוח לאומי מעסיקים,ביטוח לאומי,ערייה וממשלה,03/04/2023,835,מרץ,TRUE
קמפיין גוגל,גוגל,פרסום,03/04/2023,707,מרץ,TRUE
מלאי,היבואן,מלאי,03/04/2023,2869,,TRUE
מלאי,היבואן,מלאי,16/04/2023,1585,,TRUE
סירופ אגבה,טבע קסטל,מזון ומשקאות,17/04/2023,108,,TRUE
חבית עץ,aliexpress,לוגיסטיקה,21/04/2023,274,,TRUE
תיקון מקפיא,FIX פתרונות קירור,לוגיסטיקה,21/04/2023,300,,TRUE
שכפול מפתחות,טמבוריה +,לוגיסטיקה,21/04/2023,48,,TRUE
מלאי,ייקבי כרמל,מלאי,27/04/2023,2021.76,,TRUE
קרח,אייס קיובס,קרח,27/04/2023,480,,TRUE
מיץ לימון,סחוטים,מיץ לימון,01/05/2023,234,,TRUE
שכירות,אלי גלעד,שכירות,01/05/2023,4680,מאי,TRUE
קמפיין גוגל,גוגל,פרסום,03/05/2023,533,אפריל,TRUE
מיץ לימון,סחוטים,מיץ לימון,05/05/2023,255,,TRUE
קשים,aliexpress,לוגיסטיקה,07/05/2023,240,,TRUE
אגרטלים,aliexpress,לוגיסטיקה,07/05/2023,80,,TRUE
תפוז מיובש ולימון מיובש,סופר איראן,מזון ומשקאות,18/05/2023,300,,TRUE
מלאי,היבואן,מלאי,18/05/2023,4892,,TRUE
ליקר סוז לנגרוני,אליאסי,מזון ומשקאות,22/05/2023,90,,TRUE
שכירות,אלי גלעד,שכירות,01/06/2023,4680,יוני,TRUE
קמפיין גוגל,גוגל,פרסום,03/06/2023,2619,מאי,TRUE
מפיות קוקטייל,"ים כלים חד""פ",לוגיסטיקה,05/06/2023,180,,TRUE
מלאי,שימורי איכות,מלאי,06/06/2023,450,,TRUE
מלאי,היבואן,מלאי,06/06/2023,264,,TRUE
דלק,ביילסול,דלק,09/06/2023,200,אוטו של יהודית,TRUE
קניות לבצ'ים,אושר עד,מזון ומשקאות,11/06/2023,120,,TRUE
פנסיה לעובדים,אינפיניטי,ערייה וממשלה,13/06/2023,223,מאי,TRUE
פנסיה לעובדים,כלל,ערייה וממשלה,13/06/2023,70,מאי,TRUE
דלק,ביילסול,דלק,15/06/2023,218,אוטו של יהודית,TRUE
דלק,פז קרית אריה,דלק,16/06/2023,200,פורסטר,TRUE
חשבונות,אלי גלעד,מנהלי,16/06/2023,693,מד החשמל במחסן נכון לתאריך 16/05/2023 הוא 2066.0 מד המים במחסן נכון לאותו תאריך הוא 24.3,TRUE
ראיית חשבון,עידו עמרם,מנהלי,16/06/2023,1287,מרץ-אפריל,TRUE
מיץ לימון,סחוטים,מיץ לימון,19/06/2023,257,,TRUE
קרח,אייס קיובס,קרח,19/06/2023,480,,TRUE
מלאי,היבואן,מלאי,20/06/2023,3849,,TRUE
מלאי,שימורי איכות,מלאי,20/06/2023,1195,,TRUE
"כוסות חד""פ",אור פעמית,לוגיסטיקה,22/06/2023,47,,TRUE
מלאי,ייקבי כרמל,מלאי,22/06/2023,1600,,TRUE
דלק,פז קרית אונו,דלק,24/06/2023,400,אוטו של יהודית,TRUE
שכירות,אלי גלעד,שכירות,01/07/2023,4680,יולי,TRUE
קמפיין גוגל,גוגל,פרסום,03/07/2023,1761,יוני,TRUE
קפסולות קפה,אספרסו אלבסל,מזון ומשקאות,06/07/2023,170,,TRUE
פנסיה לעובדים,אינפיניטי,ערייה וממשלה,09/07/2023,232,יוני,TRUE
פנסיה לעובדים,כלל,ערייה וממשלה,09/07/2023,195,יוני,TRUE
החלפת גלגל עגלה,,לוגיסטיקה,10/07/2023,270,,TRUE
ביטוח שנתי עגלה,איילון ביטוח,מנהלי,10/07/2023,410,,TRUE
מלאי כוסות,ארגל,לוגיסטיקה,11/07/2023,686,,TRUE
קרח,אייס קיובס,קרח,12/07/2023,465,,TRUE
מלאי,שימורי איכות,מלאי,25/07/2023,537,,TRUE
נגרוני בחבית,כללי,מזון ומשקאות,27/07/2023,175,,TRUE
מלאי,היבואן,מלאי,30/07/2023,3479,,TRUE
שכירות,אלי גלעד,שכירות,01/08/2023,4680,אוגוסט,TRUE
שכירות,אלי גלעד,שכירות,01/08/2023,4680,אוגוסט,TRUE
דלק,פז קרית אונו,דלק,02/08/2023,100,רכב של אסף החזר על פגישת ספקים לאירוע 01/09,TRUE
דואר רשום,דואר ישראל,מנהלי,02/08/2023,23,,TRUE
קמפיין גוגל,גוגל,פרסום,03/08/2023,2908,יולי,TRUE
תיקון מכונת קפה,עוז סוכנות קפה,לוגיסטיקה,09/08/2023,1600,בוצעה החלפת כרטיס חשמל,TRUE
מלאי,היבואן,מלאי,09/08/2023,1766,,TRUE
פנסיה לעובדים,אינפיניטי,ערייה וממשלה,10/08/2023,232,יולי,TRUE
דלק,פז קרית אונו,דלק,11/08/2023,200,פורסטר,TRUE
ראיית חשבון,עידו עמרם,מנהלי,14/08/2023,1170,מאי-יוני,TRUE
מלאי,טמפו,מלאי,14/08/2023,1363,שולם בתאריך 10/9/23,TRUE
קניות לבצ'ים,כללי,מזון ומשקאות,15/08/2023,105,,TRUE
טפיוקה,סרחיו,מזון ומשקאות,15/08/2023,70.2,,TRUE
מים למחסן,AM PM קרית אונו,מזון ומשקאות,15/08/2023,33,,TRUE
מיץ לימון,סחוטים,מיץ לימון,15/08/2023,257,,TRUE
ציוד רפואי,סופר פארם יכין,לוגיסטיקה,17/08/2023,31,,TRUE
פירות קפואים,פרי הבוסתן,מזון ומשקאות,17/08/2023,281,שולם ב 29/08/2023,TRUE
אגרטלים,פרחי תמר,לוגיסטיקה,18/08/2023,80,שולם מאסף,TRUE
ארוחה,זליג קרית אונו,מזון ומשקאות,21/08/2023,196,אסף ודניאל,TRUE
ציוד בר ודקורציה,aliexpress,לוגיסטיקה,23/08/2023,177,,TRUE
פיילות פלסטיק,ארגל,לוגיסטיקה,24/08/2023,1130,,TRUE
קרח,אייס קיובס,קרח,24/08/2023,480,שולם מהמזומן של אירוע 01/09/2023 בזיקים,TRUE
מלאי,אקרמן,מלאי,27/08/2023,1982,שולם בתאריך 10/9/23,TRUE
כוסות צ'ייסר,שימורי איכות,לוגיסטיקה,28/08/2023,175.5,,TRUE
פגישת ספקים,ארקפה קרית אונו,מזון ומשקאות,28/08/2023,43,,TRUE
ארוחה,יוסי של פלאפל,מזון ומשקאות,28/08/2023,82,אסף ודניאל,TRUE
מיץ לימון,סחוטים,מיץ לימון,28/08/2023,257,נקנו 4 ג'ריקנים התשלום בוצע בתאריך 10/09/23 במזומן,TRUE
קפסולות קפה,אספרסו אלבסל,מזון ומשקאות,29/08/2023,170,,TRUE
מלאי,שימורי איכות,מלאי,29/08/2023,1605.5,,TRUE
מפצל,טמבוריה פלוס,לוגיסטיקה,30/08/2023,50,,TRUE
ציוד למחסן,הספקה לתעשייה,לוגיסטיקה,31/08/2023,66,ספריי הדברה,TRUE
קמפיין גוגל,גוגל,פרסום,01/09/2023,2115,אוגוסט,TRUE
שכירות,אלי גלעד,שכירות,01/09/2023,4680,ספטמבר,TRUE
אגרה שנתית לכשרות,מועצה דתית פתח תקווה,מנהלי,05/09/2023,815,שולם מאסף,TRUE
דלק,סונול מכבים,דלק,05/09/2023,100,מאזדה,TRUE
מלאי,שימורי איכות,מלאי,05/09/2023,384,,TRUE
מלאי,שימורי איכות,מלאי,05/09/2023,995,,TRUE
לימון מיובש,סופר איראן,לוגיסטיקה,06/09/2023,300,,TRUE
פנסיה לעובדים,אינפיניטי,ערייה וממשלה,10/09/2023,663,יולי,TRUE
מיץ לימון,סחוטים,מיץ לימון,10/09/2023,386.1,נקנו 6 ג'ריקנים התשלום בוצע במזומן גם על הקנייה הקודמת מ28/08,TRUE
מלאי,סמוקינג אנד דרינקס,מלאי,11/09/2023,260,ליקר ושניאק,TRUE
מלאי,היבואן,מלאי,11/09/2023,800,שולם במזומן וירד מהחוב,TRUE
דלק,ביילסול,דלק,13/09/2023,330,טרנספורטר,TRUE
קרח,אייס קיובס,קרח,18/09/2023,480,,TRUE
פגישת ספקים,סי קפה קיבוץ עינת,מנהלי,20/09/2023,57,,TRUE
קמפיין גוגל,גוגל,פרסום,20/09/2023,2500,ספטמבר,TRUE
קמפיין גוגל,גוגל,פרסום,21/09/2023,2500,ספטמבר,TRUE
ראיית חשבון,עידו עמרם,מנהלי,22/09/2023,1170,יולי-אוגוסט,TRUE
תבלינים,תבלינסקי,מזון ומשקאות,27/09/2023,30,,TRUE
מלאי,היבואן,מלאי,28/09/2023,14632,אלכוהול לספטמבר,TRUE
מלאי,היבואן,מלאי,28/09/2023,4315,,TRUE
פולי קפה,אלכסנדר,מזון ומשקאות,01/10/2023,140,,TRUE
פירות קפואים,אלכסנדר,מזון ומשקאות,01/10/2023,65,,TRUE
מסגרת לתפריט,צילום דן,לוגיסטיקה,01/10/2023,41,,TRUE
מסגרת לתפריט,הכל בדולר,לוגיסטיקה,01/10/2023,30,,TRUE
סוכר,אושר עד,מזון ומשקאות,01/10/2023,98,20 קילו,TRUE
שכירות,אלי גלעד,שכירות,01/10/2023,4680,אוקטובר,TRUE
קמפיין גוגל,גוגל,פרסום,01/10/2023,793,ספטמבר,TRUE
מיץ לימון,סחוטים,מיץ לימון,02/10/2023,257,,TRUE
תיקון גלגל לעגלה,ציקי נגררים,לוגיסטיקה,02/10/2023,176,,TRUE
דלק,ביילסול,דלק,02/10/2023,200,רכב של יהודית,TRUE
קשים מבמבוק,בלו הונה,לוגיסטיקה,03/10/2023,561,,TRUE
ציוד בר ודקורציה,aliexpress,לוגיסטיקה,03/10/2023,173,,TRUE
ביטוח,הפניקס אלמנטרי,מנהלי,05/10/2023,1050,תשלום 1/5,TRUE
קמפיין פייסבוק,גוגל,פרסום,10/10/2023,824,ספטמבר,TRUE
קמפיין גוגל,גוגל,פרסום,01/11/2023,713,ספטמבר,TRUE
ציוד למחסן,הספקה לתעשייה,לוגיסטיקה,01/11/2023,175,,TRUE
שכירות,אלי גלעד,שכירות,01/11/2023,4680,נובמבר,TRUE
ביטוח,הפניקס אלמנטרי,מנהלי,05/11/2023,1050,תשלום 2/5,TRUE
שכירות,אלי גלעד,שכירות,01/12/2023,4680,דצמבר,TRUE
ביטוח,הפניקס אלמנטרי,מנהלי,05/12/2023,1050,תשלום 3/5,TRUE
ציוד למחסן,סי מדה,לוגיסטיקה,06/12/2023,140,ג'ריקנים,TRUE
ראיית חשבון,עידו עמרם,מנהלי,12/12/2023,702,אוקטובר - נובמבר,TRUE
פירות קפואים,פרי הבוסתן,מזון ומשקאות,18/12/2023,213,,TRUE
קמפיין גוגל,גוגל,פרסום,01/01/2024,2500,דצמבר,TRUE
שכירות,אלי גלעד,שכירות,01/01/2024,4680,ינואר,TRUE
ביטוח,הפניקס אלמנטרי,מנהלי,05/01/2024,1050,תשלום 4/5,TRUE
קמפיין גוגל,גוגל,פרסום,01/02/2024,2212,ינואר,TRUE
שכירות,אלי גלעד,שכירות,01/02/2024,4680,פברואר,TRUE
ביטוח,הפניקס אלמנטרי,מנהלי,05/02/2024,1050,תשלום 5/5,TRUE
ציוד בר ודקורציה,aliexpress,לוגיסטיקה,12/02/2024,180,,TRUE
מנוי שנתי חשבונית ירוקה,חשבונית ירוקה,מנהלי,14/02/2024,337,,TRUE
ג'ריקנים למחבן,סי מדה,לוגיסטיקה,15/02/2024,94,,TRUE
מלאי,שימורי איכות,מלאי,18/02/2024,1606,,TRUE
מיץ לימון,סחוטים,מיץ לימון,21/02/2024,257,,TRUE
ציוד בר ודקורציה,אולסייל טריידינג,לוגיסטיקה,21/02/2024,600,,TRUE
קמפיין גוגל,גוגל,פרסום,22/02/2024,2500,פברואר,TRUE
דלק,סונול השחם,דלק,24/02/2024,200,,TRUE
קרח,אייס קיובס,קרח,28/02/2024,420,,TRUE
שכירות,אלי גלעד,שכירות,01/03/2024,4680,מרץ,TRUE
ציוד בר ודקורציה,aliexpress,לוגיסטיקה,01/03/2024,130,,TRUE
קמפיין גוגל,גוגל,פרסום,01/03/2024,671,פברואר,TRUE
אגרת רשיון רכב נגרר,משרד התחבורה,מנהלי,06/03/2024,73,,TRUE
תיקון נגרר,א.א נגררים,לוגיסטיקה,12/03/2024,9788,,TRUE
מיץ לימון,סחוטים,מיץ לימון,18/03/2024,386,,TRUE
פירות קפואים,פרי הבוסתן,מזון ומשקאות,19/03/2024,372,,TRUE
קרח,אייס קיובס,קרח,20/03/2024,480,,TRUE
קמפיין גוגל,גוגל,פרסום,26/03/2024,2500,מרץ,TRUE
קמפיין גוגל,גוגל,פרסום,01/04/2024,2500,יתרה ממרץ,TRUE
שכירות,אלי גלעד,שכירות,01/04/2024,4680,אפריל,TRUE
מלאי,אחת שתיים שלוש,מלאי,08/04/2024,6070,,TRUE
מלאי,היבואן,מלאי,09/04/2024,3454,,TRUE
מלאי,שימורי איכות,מלאי,11/04/2024,2335,,TRUE
ראיית חשבון,עידו עמרם,מנהלי,15/04/2024,936,ינואר פברואר,TRUE
מיץ לימון,סחוטים,מיץ לימון,18/04/2024,386,,TRUE
קמפיין גוגל,גוגל,פרסום,24/04/2024,2500,אפריל,TRUE
השכרת עגלה,ציקי נגררים,לוגיסטיקה,24/04/2024,250,,TRUE
שכירות,אלי גלעד,שכירות,01/05/2024,4680,מאי,TRUE
קמפיין גוגל,גוגל,פרסום,01/05/2024,2500,יתרה מאפריל,TRUE
מלאי,ייקבי כרמל,מלאי,02/05/2024,3387,שולם בתאריך 31/07/2024,TRUE
מיץ לימון,סחוטים,מיץ לימון,06/05/2024,386,,TRUE
פירות קפואים,פרי הבוסתן,מזון ומשקאות,06/05/2024,329,,TRUE
ציוד למחסן,אולסייל טריידינג,לוגיסטיקה,06/05/2024,947,,TRUE
גרנישים,סופר איראן,מזון ומשקאות,06/05/2024,150,,TRUE
דוח תנועה,עריית בני ברק,ערייה וממשלה,06/05/2024,822,דוח נתצ מ 17/06/2022,TRUE
מיץ לימון,סחוטים,מיץ לימון,06/05/2024,257,,TRUE
מלאי,אחת שתיים שלוש,מלאי,06/05/2024,3234,,TRUE
מלאי,שימורי איכות,מלאי,07/05/2024,2488,,TRUE
מלאי,היבואן,מלאי,08/05/2024,3163,,TRUE
עזרה ראשונה,סופרפארם,לוגיסטיקה,09/05/2024,48,,TRUE
קופסאות פלסטיק,הכל בדולר,לוגיסטיקה,09/05/2024,35,,TRUE
קרח,אייס קיובס,קרח,20/05/2024,450,,TRUE
סירופ אגבה,ניצת הדובדבן,50,21/05/2024,50,,TRUE
סוכר,BOOM ראשלצ,45,21/05/2024,45,,TRUE
קמפיין גוגל,גוגל,פרסום,24/05/2024,2500,מאי,TRUE
מלאי,שימורי איכות,מלאי,26/05/2024,826,,TRUE
מלאי,שימורי איכות,מלאי,28/05/2024,177,,TRUE
העברת מחסן,כללי,לוגיסטיקה,01/06/2024,1050,,TRUE
ציוד אינסטלציה,כל בו יוספי,לוגיסטיקה,01/06/2024,100,להעברת מחסן,TRUE
קמפיין גוגל,גוגל,פרסום,01/06/2024,1224,יתרה ממאי,TRUE
כיור נירוסטה,שלומי,לוגיסטיקה,06/06/2024,1200,,TRUE
חשמלאי למחסן,שלומי,לוגיסטיקה,06/06/2024,1000,עבור שקע תלת פאזי למחסן + שקעים. שולם לאלי במזומן,TRUE
ציוד אינסטלציה,הספקה לתעשייה,לוגיסטיקה,06/06/2024,432,להעברת מחסן,TRUE
שכירות,אלי,מנהלי,10/06/2024,5900,יוני,TRUE
קרח,אייס קיובס,קרח,10/06/2024,533,,TRUE
מלאי כוסות,ארגל,לוגיסטיקה,16/06/2024,990,,TRUE
דלק,פז קרית אריה,דלק,19/06/2024,160,מאזדה,TRUE
חשבונות לאלי וגלעד,אלי גלעד,מנהלי,23/06/2024,1400,מד החשמל במחסן נכון לתאריך 01/06/2024 הוא 4087 מד המים במחסן נכון לאותו תאריך הוא 30.8,TRUE
ביטוח רכב נגרר,הפניקס אלמנטרי,מנהלי,23/06/2024,422,ביטוח חובה,TRUE
חומרים לג'לי,סרחיו,מזון ומשקאות,27/06/2024,120,,TRUE
קמפיין גוגל,גוגל,פרסום,01/07/2024,2200,פרסום יוני,TRUE
קמפיין גוגל,גוגל,פרסום,01/07/2024,1991,פרסום יולי,TRUE
ראיית חשבון,עידו עמרם,מנהלי,02/07/2024,1872,מרץ - אפריל - מאי - יוני,TRUE
ראיית חשבון,עידו עמרם,מנהלי,02/07/2024,468,יולי,TRUE
מלאי,אחת שתיים שלוש,מלאי,02/07/2024,3123,שולם בתאריך 31/07/2024,TRUE
חומרי גלם לג'לי,סרחיו,מזון ומשקאות,03/07/2024,137,,TRUE
חומרי גלם לבישולים,סופר יודה,מזון ומשקאות,03/07/2024,42,,TRUE
גרנישים,תבליני כוחלני,לוגיסטיקה,04/07/2024,60,,TRUE
בוקסה למברגה,כל בו יוספי,לוגיסטיקה,04/07/2024,30,,TRUE
מים למחסן,יילו קרית אונו,מזון ומשקאות,06/07/2024,45,,TRUE
חומרי גלם לג'לי,סרחיו,מזון ומשקאות,08/07/2024,51,,TRUE
שכירות,אלי,מנהלי,10/07/2024,5900,יולי,TRUE
חומרי גלם לג'לי,א. חייק איציק,מזון ומשקאות,14/07/2024,25,,TRUE
חומרי גלם לג'לי,רוסולינג,לוגיסטיקה,22/07/2024,118,,TRUE
חומרי גלם לבישולים,עולם הירק,מזון ומשקאות,23/07/2024,35,,TRUE
מלאי,אחת שתיים שלוש,מלאי,05/08/2024,1215,,TRUE
שכירות,אלי,מנהלי,10/08/2024,5900,אוגוסט,TRUE
קרח,אייס קיובס,קרח,12/08/2024,520,,TRUE
קרח,אייס קיובס,קרח,18/08/2024,260,,TRUE
פלקסיג'ל,סרחיו,מזון ומשקאות,19/08/2024,120,,TRUE
קמפיין גוגל,גוגל,פרסום,26/08/2024,2500,פרסום אוגוסט,TRUE
גרנישים,סופר איראן,מזון ומשקאות,30/08/2024,43,ורד מיובש,TRUE
ראיית חשבון,עידו עמרם,מנהלי,30/08/2024,468,אוגוסט,TRUE
ראיית חשבון,עידו עמרם,מנהלי,30/08/2024,468,ספטמבר,TRUE
ביטוח,הפניקס אלמנטרי,מנהלי,01/09/2024,1162,תשלום 1/5,TRUE
קמפיין גוגל,גוגל,פרסום,01/09/2024,856,פרסום אוגוסט,TRUE
מלאי,אחת שתיים שלוש,מלאי,02/09/2024,1570,,TRUE
דלק,פז קרית אונו,דלק,03/09/2024,150,רכב של אסף,TRUE
קיר ג'לי,דייגו,לוגיסטיקה,03/09/2024,4680,,TRUE
ציוד לקיט ג'לי,הכל בדולר,לוגיסטיקה,04/09/2024,145,,TRUE
סוכר,אושר עד,מזון ומשקאות,04/09/2024,150,,TRUE
שכירות,אלי גלעד,שכירות,01/10/2024,4680,אוקטובר,TRUE
קמפיין גוגל,גוגל,פרסום,01/10/2024,305,פרסום ספטמבר,TRUE
מיץ לימון,סחוטים,מיץ לימון,02/10/2024,257,,TRUE
תיקון גלגל לעגלה,ציקי נגררים,לוגיסטיקה,02/10/2024,176,,TRUE
דלק,ביילסול,דלק,02/10/2024,200,רכב של יהודית,TRUE
קשים מבמבוק,בלו הונה,לוגיסטיקה,03/10/2024,561,,TRUE
ציוד בר ודקורציה,aliexpress,לוגיסטיקה,03/10/2024,173,,TRUE
ביטוח,הפניקס אלמנטרי,מנהלי,05/10/2024,1050,תשלום 1/5,TRUE
קמפיין פייסבוק,גוגל,פרסום,10/10/2024,824,ספטמבר,TRUE
קמפיין גוגל,גוגל,פרסום,01/11/2024,713,ספטמבר,TRUE
ציוד למחסן,הספקה לתעשייה,לוגיסטיקה,01/11/2024,175,,TRUE
שכירות,אלי גלעד,שכירות,01/11/2024,4680,נובמבר,TRUE
ביטוח,הפניקס אלמנטרי,מנהלי,05/11/2024,1050,תשלום 2/5,TRUE
שכירות,אלי גלעד,שכירות,01/12/2024,4680,דצמבר,TRUE
ביטוח,הפניקס אלמנטרי,מנהלי,05/12/2024,1050,תשלום 3/5,TRUE
ציוד למחסן,סי מדה,לוגיסטיקה,06/12/2024,140,ג'ריקנים,TRUE
ראיית חשבון,עידו עמרם,מנהלי,12/12/2024,702,אוקטובר - נובמבר,TRUE
פירות קפואים,פרי הבוסתן,מזון ומשקאות,18/12/2024,213,,TRUE
קמפיין גוגל,גוגל,פרסום,01/01/2025,2500,דצמבר,TRUE
שכירות,אלי גלעד,שכירות,01/01/2025,4680,ינואר,TRUE
ביטוח,הפניקס אלמנטרי,מנהלי,05/01/2025,1050,תשלום 4/5,TRUE
קמפיין גוגל,גוגל,פרסום,01/02/2025,2212,ינואר,TRUE
שכירות,אלי גלעד,שכירות,01/02/2025,4680,פברואר,TRUE
ביטוח,הפניקס אלמנטרי,מנהלי,05/02/2025,1050,תשלום 5/5,TRUE
ציוד בר ודקורציה,aliexpress,לוגיסטיקה,12/02/2025,180,,TRUE
מנוי שנתי חשבונית ירוקה,חשבונית ירוקה,מנהלי,14/02/2025,337,,TRUE
ג'ריקנים למחבן,סי מדה,לוגיסטיקה,15/02/2025,94,,TRUE
מלאי,שימורי איכות,מלאי,18/02/2025,1606,,TRUE
מיץ לימון,סחוטים,מיץ לימון,21/02/2025,257,,TRUE
ציוד בר ודקורציה,אולסייל טריידינג,לוגיסטיקה,21/02/2025,600,,TRUE
קמפיין גוגל,גוגל,פרסום,22/02/2025,2500,פברואר,TRUE
דלק,סונול השחם,דלק,24/02/2025,200,,TRUE
קרח,אייס קיובס,קרח,28/02/2025,420,,TRUE
שכירות,אלי גלעד,שכירות,01/03/2025,4680,מרץ,TRUE
ציוד בר ודקורציה,aliexpress,לוגיסטיקה,01/03/2025,130,,TRUE
קמפיין גוגל,גוגל,פרסום,01/03/2025,671,פברואר,TRUE
אגרת רשיון רכב נגרר,משרד התחבורה,מנהלי,06/03/2025,73,,TRUE
תיקון נגרר,א.א נגררים,לוגיסטיקה,12/03/2025,9788,,TRUE
מיץ לימון,סחוטים,מיץ לימון,18/03/2025,386,,TRUE
פירות קפואים,פרי הבוסתן,מזון ומשקאות,19/03/2025,372,,TRUE
קרח,אייס קיובס,קרח,20/03/2025,480,,TRUE
קמפיין גוגל,גוגל,פרסום,26/03/2025,2500,מרץ,TRUE
קמפיין גוגל,גוגל,פרסום,01/04/2025,2500,יתרה ממרץ,TRUE
שכירות,אלי גלעד,שכירות,01/04/2025,4680,אפריל,TRUE
מלאי,אחת שתיים שלוש,מלאי,08/04/2025,6070,,TRUE
מלאי,היבואן,מלאי,09/04/2025,3454,,TRUE
מלאי,שימורי איכות,מלאי,11/04/2025,2335,,TRUE
ראיית חשבון,עידו עמרם,מנהלי,15/04/2025,936,ינואר פברואר,TRUE
מיץ לימון,סחוטים,מיץ לימון,18/04/2025,386,,TRUE
קמפיין גוגל,גוגל,פרסום,24/04/2025,2500,אפריל,TRUE
השכרת עגלה,ציקי נגררים,לוגיסטיקה,24/04/2025,250,,TRUE
שכירות,אלי גלעד,שכירות,01/05/2025,4680,מאי,TRUE
קמפיין גוגל,גוגל,פרסום,01/05/2025,2500,יתרה מאפריל,TRUE
מלאי,ייקבי כרמל,מלאי,02/05/2025,3387,שולם בתאריך 31/07/2024,TRUE
מיץ לימון,סחוטים,מיץ לימון,06/05/2025,386,,TRUE
פירות קפואים,פרי הבוסתן,מזון ומשקאות,06/05/2025,329,,TRUE
ציוד למחסן,אולסייל טריידינג,לוגיסטיקה,06/05/2025,947,,TRUE
גרנישים,סופר איראן,מזון ומשקאות,06/05/2025,150,,TRUE
דוח תנועה,עריית בני ברק,ערייה וממשלה,06/05/2025,822,דוח נתצ מ 17/06/2022,TRUE
מיץ לימון,סחוטים,מיץ לימון,06/05/2025,257,,TRUE
מלאי,אחת שתיים שלוש,מלאי,06/05/2025,3234,,TRUE
מלאי,שימורי איכות,מלאי,07/05/2025,2488,,TRUE
מלאי,היבואן,מלאי,08/05/2025,3163,,TRUE
עזרה ראשונה,סופרפארם,לוגיסטיקה,09/05/2025,48,,TRUE
קופסאות פלסטיק,הכל בדולר,לוגיסטיקה,09/05/2025,35,,TRUE
קרח,אייס קיובס,קרח,20/05/2025,450,,TRUE
סירופ אגבה,ניצת הדובדבן,50,21/05/2025,50,,TRUE
סוכר,BOOM ראשלצ,45,21/05/2025,45,,TRUE
קמפיין גוגל,גוגל,פרסום,24/05/2025,2500,מאי,TRUE
מלאי,שימורי איכות,מלאי,26/05/2025,826,,TRUE
מלאי,שימורי איכות,מלאי,28/05/2025,177,,TRUE
העברת מחסן,כללי,לוגיסטיקה,01/06/2025,1050,,TRUE
ציוד אינסטלציה,כל בו יוספי,לוגיסטיקה,01/06/2025,100,להעברת מחסן,TRUE
קמפיין גוגל,גוגל,פרסום,01/06/2025,1224,יתרה ממאי,TRUE
כיור נירוסטה,שלומי,לוגיסטיקה,06/06/2025,1200,,TRUE
חשמלאי למחסן,שלומי,לוגיסטיקה,06/06/2025,1000,עבור שקע תלת פאזי למחסן + שקעים. שולם לאלי במזומן,TRUE
ציוד אינסטלציה,הספקה לתעשייה,לוגיסטיקה,06/06/2025,432,להעברת מחסן,TRUE
שכירות,אלי,מנהלי,10/06/2025,5900,יוני,TRUE
קרח,אייס קיובס,קרח,10/06/2025,533,,TRUE
מלאי כוסות,ארגל,לוגיסטיקה,16/06/2025,990,,TRUE
דלק,פז קרית אריה,דלק,19/06/2025,160,מאזדה,TRUE
חשבונות לאלי וגלעד,אלי גלעד,מנהלי,23/06/2025,1400,מד החשמל במחסן נכון לתאריך 01/06/2025 הוא 4087 מד המים במחסן נכון לאותו תאריך הוא 30.8,TRUE
ביטוח רכב נגרר,הפניקס אלמנטרי,מנהלי,23/06/2025,422,ביטוח חובה,TRUE
חומרים לג'לי,סרחיו,מזון ומשקאות,27/06/2025,120,,TRUE
קמפיין גוגל,גוגל,פרסום,01/07/2025,2200,פרסום יוני,TRUE
קמפיין גוגל,גוגל,פרסום,01/07/2025,1991,פרסום יולי,TRUE
ראיית חשבון,עידו עמרם,מנהלי,02/07/2025,1872,מרץ - אפריל - מאי - יוני,TRUE
ראיית חשבון,עידו עמרם,מנהלי,02/07/2025,468,יולי,TRUE
מלאי,אחת שתיים שלוש,מלאי,02/07/2025,3123,שולם בתאריך 31/07/2024,TRUE
חומרי גלם לג'לי,סרחיו,מזון ומשקאות,03/07/2025,137,,TRUE
חומרי גלם לבישולים,סופר יודה,מזון ומשקאות,03/07/2025,42,,TRUE
גרנישים,תבליני כוחלני,לוגיסטיקה,04/07/2025,60,,TRUE
בוקסה למברגה,כל בו יוספי,לוגיסטיקה,04/07/2025,30,,TRUE
מים למחסן,יילו קרית אונו,מזון ומשקאות,06/07/2025,45,,TRUE
חומרי גלם לג'לי,סרחיו,מזון ומשקאות,08/07/2025,51,,TRUE
שכירות,אלי,מנהלי,10/07/2025,5900,יולי,TRUE
חומרי גלם לג'לי,א. חייק איציק,מזון ומשקאות,14/07/2025,25,,TRUE
חומרי גלם לג'לי,רוסולינג,לוגיסטיקה,22/07/2025,118,,TRUE
חומרי גלם לבישולים,עולם הירק,מזון ומשקאות,23/07/2025,35,,TRUE
מלאי,אחת שתיים שלוש,מלאי,05/08/2025,1215,,TRUE
שכירות,אלי,מנהלי,10/08/2025,5900,אוגוסט,TRUE
קרח,אייס קיובס,קרח,12/08/2025,520,,TRUE
קרח,אייס קיובס,קרח,18/08/2025,260,,TRUE
פלקסיג'ל,סרחיו,מזון ומשקאות,19/08/2025,120,,TRUE
קמפיין גוגל,גוגל,פרסום,26/08/2025,2500,פרסום אוגוסט,TRUE
